SimpleSSD Standalone v2.0
********** Begin of simulation **********
0, 66887819264, 4096, 3830000
1, 36667011072, 4096, 515413886
2, 36543729664, 4096, 78629002
3, 43550765056, 4096, 1315413886
4, 76614807552, 4096, 3830000
5, 91862093824, 4096, 1315413886
6, 70714478592, 4096, 3830000
7, 54643167232, 4096, 1315413886
8, 74882220032, 4096, 3830000
9, 23721201664, 4096, 515413886
10, 98174009344, 4096, 3830000
11, 5224308736, 4096, 1315413886
12, 68857655296, 4096, 3830000
13, 42854273024, 4096, 515413886
14, 56097206272, 4096, 3830000
15, 94383099904, 4096, 1315413886
16, 15681228800, 4096, 78629002
17, 10036371456, 4096, 1315413886
18, 45974716416, 4096, 53629002
19, 2089693184, 4096, 515413886
20, 66365460480, 4096, 3830000
21, 61424422912, 4096, 1315413886
22, 21034496000, 4096, 78629002
23, 65715097600, 4096, 1315413886
24, 90701860864, 4096, 3830000
25, 81847320576, 4096, 515413886
26, 10407878656, 4096, 53629002
27, 94177353728, 4096, 515413886
28, 11677908992, 4096, 53629002
29, 25994506240, 4096, 1315413886
30, 85254344704, 4096, 3830000
31, 19538432000, 4096, 515413886
32, 7440154624, 4096, 53629002
33, 38521954304, 4096, 1315413886
34, 25969864704, 4096, 78629002
35, 55307120640, 4096, 1315413886
36, 48186101760, 4096, 78629002
37, 69081034752, 4096, 1315413886
38, 63799492608, 4096, 3830000
39, 68182601728, 4096, 1315413886
40, 71023337472, 4096, 3830000
41, 1642774528, 4096, 515413886
42, 63716020224, 4096, 3830000
43, 2154356736, 4096, 1315413886
44, 88932777984, 4096, 3830000
45, 6350213120, 4096, 515413886
46, 90372382720, 4096, 3830000
47, 35512082432, 4096, 1315413886
48, 97749532672, 4096, 3830000
49, 52132343808, 4096, 1315413886
50, 100664958976, 4096, 3830000
51, 1200087040, 4096, 515413886
52, 19120017408, 4096, 78629002
53, 3743768576, 4096, 1315413886
54, 20063887360, 4096, 53629002
55, 98654674944, 4096, 515413886
56, 28285980672, 4096, 78629002
57, 39066087424, 4096, 515413886
58, 44195995648, 4096, 53629002
59, 11571675136, 4096, 1315413886
60, 68450869248, 4096, 3830000
61, 92320702464, 4096, 515413886
62, 21118353408, 4096, 53629002
63, 90169217024, 4096, 1315413886
64, 74676260864, 4096, 3830000
65, 30864433152, 4096, 515413886
66, 3113164800, 4096, 53629002
67, 21509931008, 4096, 1315413886
68, 96670961664, 4096, 3830000
69, 19068805120, 4096, 515413886
70, 99640098816, 4096, 3830000
71, 9658015744, 4096, 1315413886
72, 27346493440, 4096, 53629002
73, 71457169408, 4096, 515413886
74, 179363840, 4096, 53629002
75, 22955364352, 4096, 515413886
76, 33903210496, 4096, 78629002
77, 49370103808, 4096, 1315413886
78, 36608659456, 4096, 78629002
79, 76016783360, 4096, 1315413886
80, 52661981184, 4096, 3830000
81, 101030428672, 4096, 515413886
82, 77139845120, 4096, 3830000
83, 81562996736, 4096, 1315413886
84, 39268712448, 4096, 53629002
85, 76453855232, 4096, 515413886
86, 19367571456, 4096, 78629002
87, 80352468992, 4096, 515413886
88, 67041697792, 4096, 3830000
89, 16989433856, 4096, 515413886
90, 38317342720, 4096, 53629002
91, 87065595904, 4096, 1315413886
92, 36788879360, 4096, 53629002
93, 41401663488, 4096, 1315413886
94, 19022606336, 4096, 78629002
95, 72758034432, 4096, 515413886
96, 98610913280, 4096, 3830000
97, 29366878208, 4096, 515413886
98, 85987934208, 4096, 3830000
99, 15600205824, 4096, 1315413886
100, 24322789376, 4096, 78629002
101, 38295433216, 4096, 515413886
102, 32046112768, 4096, 53629002
